Cal_V	ADC
10.0	116.86
20.0	125.66
30.0	134.47
40.0	143.27
50.0	152.07
60.0	160.88
70.0	169.68
80.0	178.48
90.0	187.29
100.0	196.09
200.0	284.12
300.0	356.54
400.0	418.33
500.0	468.07
600.0	509.14
700.0	541.69
800.0	570.14
900.0	593.89
1000.0	613.66
1200.0	648.57
1400.0	675.48
1600.0	699.04
1800.0	718.83
2000.0	736.80
4000.0	850.13
6000.0	919.65
8000.0	971.65
10000.0	1014.03
12000.0	1053.22
14000.0	1086.00
16000.0	1118.30
18000.0	1147.10
20000.0	1175.09
22000.0	1200.73
24000.0	1225.60
26000.0	1250.49
28000.0	1273.34
30000.0	1296.94
32000.0	1319.46
34000.0	1341.31
36000.0	1363.21
38000.0	1384.32
40000.0	1405.17
42000.0	1426.16
44000.0	1446.05
46000.0	1466.17
48000.0	1486.52
50000.0	1506.18
52000.0	1525.77
54000.0	1545.64
56000.0	1564.86
58000.0	1583.10
60000.0	1601.70
62000.0	1621.87
64000.0	1640.15
