Cal_V	ADC
10.0	326.33
20.0	334.28
30.0	342.30
40.0	350.39
50.0	358.55
60.0	366.78
70.0	375.07
80.0	383.43
90.0	391.86
100.0	400.36
200.0	489.12
300.0	559.64
400.0	618.16
500.0	665.16
600.0	703.82
700.0	735.20
800.0	762.46
900.0	785.03
1000.0	804.65
1200.0	838.56
1400.0	865.54
1600.0	889.21
1800.0	909.02
2000.0	926.80
4000.0	1040.91
6000.0	1109.77
8000.0	1161.59
10000.0	1203.81
12000.0	1242.22
14000.0	1276.56
16000.0	1307.73
18000.0	1336.39
20000.0	1364.66
22000.0	1390.63
24000.0	1416.29
26000.0	1440.51
28000.0	1463.93
30000.0	1486.73
32000.0	1509.80
34000.0	1530.95
36000.0	1552.88
38000.0	1574.23
40000.0	1594.73
42000.0	1615.30
44000.0	1635.83
46000.0	1655.93
48000.0	1675.52
50000.0	1695.67
52000.0	1714.68
54000.0	1733.80
56000.0	1752.50
58000.0	1771.30
60000.0	1789.47
62000.0	1808.88
64000.0	1826.86
