GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 7	 5	0.879	112.205	0.9974	1.004	0.895	111.304	0.9996	0.413	0.987	108.953	0.9999	1.567	1.013	107.621	0.9999	1.149
 7	 6	0.847	111.635	0.9995	0.425	0.836	112.290	0.9994	0.451	0.936	108.848	0.9999	1.464	0.932	108.618	0.9999	0.889
 7	 7	0.829	110.995	0.9903	1.830	0.831	110.667	0.9962	1.154	0.935	107.128	0.9998	2.346	0.925	107.748	0.9999	2.064
 8	 0	0.861	59.800	0.9938	1.522	0.852	60.314	0.9997	0.325	0.973	57.473	0.9997	3.573	0.998	56.108	0.9998	1.781
 8	 1	0.733	60.785	0.9997	0.294	0.786	57.834	0.9998	0.220	0.871	56.004	0.9994	3.634	0.904	54.814	0.9994	1.964
 8	 2	0.702	59.590	0.9957	1.032	0.744	56.960	0.9987	0.593	0.811	55.579	0.9990	3.599	0.826	55.051	0.9994	1.855
 8	 3	0.754	54.505	0.9917	1.545	0.724	56.086	0.9992	0.470	0.805	54.464	0.9993	2.413	0.791	54.681	0.9995	1.679
 8	 4	0.713	56.355	0.9994	0.381	0.691	57.840	0.9998	0.217	0.754	55.973	0.9995	1.891	0.764	55.470	0.9997	1.665
 8	 5	0.683	56.765	0.9990	0.474	0.689	56.498	1.0000	0.084	0.735	55.619	0.9997	2.120	0.745	55.029	0.9996	1.667
 8	 6	0.685	55.385	1.0000	0.056	0.679	55.755	0.9998	0.225	0.718	55.452	0.9997	1.877	0.711	55.511	0.9996	1.442
 8	 7	0.665	56.165	0.9945	1.107	0.666	56.036	0.9976	0.736	0.720	54.749	0.9996	2.219	0.714	55.086	0.9997	2.131
 9	 0	1.061	105.575	0.9944	1.785	1.059	105.648	0.9997	0.428	1.255	100.274	0.9998	3.803	1.274	99.179	0.9999	1.842
 9	 1	0.864	107.895	0.9977	0.927	0.920	105.475	0.9980	0.923	1.093	98.560	0.9996	4.227	1.133	97.280	0.9998	1.209
 9	 2	0.853	103.125	0.9927	1.636	0.906	99.983	0.9993	0.554	1.004	97.342	0.9992	4.664	1.022	96.694	0.9997	1.527
 9	 3	0.897	97.390	0.9892	2.096	0.864	99.085	0.9979	0.876	0.980	95.783	0.9997	2.283	0.950	96.570	0.9999	1.191
 9	 4	0.827	100.465	0.9988	0.638	0.808	101.460	0.9988	0.636	0.901	97.684	0.9998	1.769	0.909	97.219	0.9999	1.257
 9	 5	0.810	98.850	0.9970	0.991	0.823	98.296	0.9999	0.170	0.882	96.712	0.9999	1.854	0.898	95.951	0.9999	1.032
 9	 6	0.783	98.480	0.9995	0.387	0.783	98.217	0.9994	0.445	0.854	96.086	0.9999	1.423	0.855	95.553	0.9999	1.248
 9	 7	0.759	98.780	0.9924	1.487	0.770	97.907	0.9977	0.823	0.845	95.020	0.9998	1.972	0.830	95.760	0.9999	1.448
10	 0	0.982	77.810	0.9908	2.117	0.966	79.039	0.9997	0.346	1.151	72.981	0.9997	4.575	1.190	71.129	0.9999	1.846
10	 1	0.812	79.300	0.9974	0.928	0.858	77.695	0.9973	1.004	1.023	70.713	0.9995	4.557	1.075	68.804	0.9996	1.967
10	 2	0.808	75.270	0.9891	1.896	0.859	72.329	0.9935	1.549	0.955	69.373	0.9989	4.794	0.975	68.684	0.9996	2.156
10	 3	0.861	69.705	0.9875	2.168	0.806	73.076	0.9996	0.342	0.949	67.869	0.9995	2.700	0.919	68.781	0.9998	0.489
10	 4	0.803	72.325	0.9998	0.267	0.796	72.538	0.9988	0.628	0.876	69.780	0.9996	2.618	0.890	69.068	0.9998	1.356
10	 5	0.792	70.675	0.9956	1.180	0.820	68.913	0.9995	0.397	0.874	68.351	0.9998	1.637	0.893	67.383	0.9997	1.560
10	 6	0.803	68.170	0.9991	0.534	0.796	68.490	0.9997	0.291	0.843	68.425	0.9998	1.826	0.839	68.266	0.9998	1.371
10	 7	0.763	70.270	0.9913	1.598	0.775	69.090	0.9978	0.823	0.852	66.907	0.9996	1.955	0.839	67.411	0.9998	1.349
11	 0	1.071	90.635	0.9928	2.034	1.063	91.231	0.9999	0.184	1.315	82.654	0.9998	3.961	1.350	80.939	0.9999	1.783
11	 1	0.887	91.580	0.9994	0.490	0.926	89.948	0.9997	0.340	1.122	81.807	0.9997	3.808	1.151	80.784	0.9998	1.440
11	 2	0.865	87.185	0.9929	1.636	0.905	84.911	0.9987	0.741	1.020	80.870	0.9994	3.880	1.034	80.530	0.9998	1.773
11	 3	0.894	82.100	0.9920	1.795	0.857	84.254	0.9997	0.320	0.986	79.416	0.9997	2.316	0.953	80.373	0.9999	1.288
11	 4	0.830	84.680	0.9992	0.515	0.820	85.094	0.9999	0.215	0.923	80.575	0.9997	2.471	0.939	79.802	0.9999	1.267
11	 5	0.810	82.815	0.9974	0.919	0.807	83.283	1.0000	0.107	0.889	79.791	0.9999	0.978	0.897	79.328	0.9999	1.027
11	 6	0.782	82.985	0.9997	0.309	0.779	82.974	0.9998	0.221	0.871	79.034	0.9999	1.044	0.870	78.587	0.9998	0.977
11	 7	0.763	82.965	0.9882	1.866	0.778	81.868	0.9911	1.647	0.855	78.408	0.9998	2.167	0.848	78.803	0.9998	2.042
12	 0	0.990	110.180	0.9920	1.985	0.999	109.495	0.9983	0.919	1.179	104.887	0.9998	3.610	1.209	103.456	1.0000	1.547
12	 1	0.832	110.810	0.9993	0.476	0.882	108.515	0.9997	0.343	1.018	103.778	0.9996	3.627	1.047	102.823	0.9998	1.046
12	 2	0.805	108.425	0.9935	1.462	0.854	105.337	0.9973	1.003	0.955	102.542	0.9993	3.912	0.961	102.359	0.9997	1.556
12	 3	0.850	102.975	0.9904	1.876	0.824	104.283	0.9983	0.771	0.933	101.296	0.9997	2.191	0.903	102.210	0.9999	1.063
12	 4	0.794	105.740	0.9985	0.677	0.772	106.975	0.9969	0.967	0.869	103.133	0.9998	1.871	0.877	102.737	0.9999	1.246
12	 5	0.770	105.130	0.9967	0.997	0.785	104.222	0.9994	0.413	0.854	102.278	0.9999	1.398	0.864	101.759	0.9999	0.977
12	 6	0.784	102.410	0.9997	0.321	0.789	101.769	0.9998	0.233	0.828	102.008	0.9999	1.099	0.823	101.740	0.9999	0.891
12	 7	0.743	104.515	0.9954	1.134	0.756	103.453	0.9974	0.857	0.837	100.614	0.9998	1.416	0.828	101.055	0.9999	1.140
13	 0	0.954	121.110	0.9933	1.750	0.951	121.319	0.9999	0.190	1.156	114.604	0.9998	3.388	1.177	113.603	1.0000	1.432
13	 1	0.828	119.955	0.9995	0.409	0.894	116.289	0.9997	0.334	1.013	113.017	0.9997	3.226	1.039	112.134	0.9998	1.575
13	 2	0.814	116.365	0.9906	1.776	0.868	112.813	0.9952	1.350	0.945	111.724	0.9992	4.394	0.946	111.802	0.9997	2.276
13	 3	0.853	112.025	0.9869	2.197	0.823	113.687	0.9988	0.630	0.937	110.486	0.9996	2.634	0.909	111.279	0.9998	1.034
13	 4	0.788	115.080	0.9984	0.716	0.776	115.405	0.9975	0.871	0.871	112.051	0.9998	1.661	0.874	111.713	0.9999	1.531
13	 5	0.772	114.185	0.9971	0.923	0.774	114.409	0.9997	0.312	0.858	111.279	0.9999	1.823	0.876	110.467	0.9998	1.593
13	 6	0.780	112.205	0.9990	0.555	0.773	112.647	0.9984	0.699	0.848	110.650	0.9999	1.802	0.847	110.271	0.9998	1.661
13	 7	0.742	114.055	0.9929	1.400	0.757	112.810	0.9969	0.949	0.849	109.617	0.9998	1.917	0.836	110.231	0.9998	1.809
14	 0	1.071	107.390	0.9906	2.336	1.064	107.729	0.9998	0.361	1.263	102.472	0.9997	4.752	1.281	101.418	0.9999	2.151
14	 1	0.881	109.480	0.9992	0.570	0.938	107.046	0.9986	0.782	1.106	101.002	0.9995	4.864	1.150	99.669	0.9998	1.384
14	 2	0.845	106.695	0.9880	2.078	0.902	103.346	0.9969	1.125	1.016	99.474	0.9991	5.274	1.027	99.163	0.9997	1.895
14	 3	0.925	98.610	0.9862	2.449	0.868	101.809	0.9993	0.510	0.991	98.218	0.9996	2.917	0.953	99.329	0.9999	1.271
14	 4	0.852	102.060	0.9982	0.814	0.845	102.073	0.9977	0.909	0.914	100.304	0.9998	2.292	0.927	99.549	0.9999	1.143
14	 5	0.826	101.235	0.9941	1.420	0.846	100.041	0.9990	0.597	0.903	98.971	0.9999	2.397	0.926	97.831	0.9998	1.435
14	 6	0.826	99.240	0.9999	0.194	0.815	99.813	0.9999	0.217	0.868	99.068	0.9999	1.680	0.865	98.724	0.9999	0.965
14	 7	0.771	102.500	0.9886	1.846	0.791	100.722	0.9963	1.075	0.881	97.403	0.9998	2.182	0.867	98.077	0.9999	1.808
15	 0	0.967	106.535	0.9937	1.719	0.970	106.236	0.9991	0.661	1.162	100.997	0.9998	3.428	1.186	99.807	1.0000	1.371
15	 1	0.812	107.475	0.9989	0.609	0.860	105.242	0.9995	0.416	1.018	99.312	0.9997	3.412	1.047	98.343	0.9998	1.128
15	 2	0.800	103.810	0.9926	1.539	0.854	100.478	0.9980	0.848	0.950	98.044	0.9993	3.702	0.967	97.439	0.9997	1.446
15	 3	0.834	99.330	0.9908	1.801	0.811	100.427	0.9989	0.603	0.923	97.217	0.9997	2.208	0.896	98.063	0.9999	1.140
15	 4	0.780	101.495	0.9988	0.601	0.759	102.807	0.9991	0.497	0.863	98.651	0.9998	1.499	0.877	97.982	0.9999	0.895
15	 5	0.763	100.735	0.9976	0.829	0.779	99.749	0.9997	0.326	0.857	97.591	0.9999	1.381	0.874	96.625	0.9998	0.439
15	 6	0.759	99.405	0.9993	0.434	0.753	99.600	0.9993	0.457	0.829	97.473	0.9999	1.064	0.827	97.051	0.9999	0.653
15	 7	0.728	100.705	0.9934	1.327	0.738	99.997	0.9959	1.063	0.828	96.589	0.9998	1.631	0.826	96.839	0.9999	1.551
16	 0	0.979	101.090	0.9912	2.060	0.989	100.241	0.9996	0.424	1.183	94.769	0.9998	3.740	1.209	93.575	1.0000	1.332
16	 1	0.820	101.335	0.9999	0.157	0.864	99.302	0.9999	0.164	1.026	93.249	0.9996	3.653	1.056	92.092	0.9998	0.739
16	 2	0.808	97.055	0.9893	1.877	0.845	95.056	0.9973	0.986	0.963	91.088	0.9992	3.894	0.978	90.609	0.9997	1.465
16	 3	0.850	91.965	0.9882	2.075	0.841	91.834	0.9993	0.501	0.945	89.819	0.9996	2.381	0.920	90.420	0.9998	1.182
16	 4	0.800	93.955	0.9996	0.343	0.771	95.681	0.9990	0.551	0.879	91.380	0.9998	2.219	0.878	91.129	0.9999	1.271
16	 5	0.781	92.610	0.9988	0.597	0.796	91.860	1.0000	0.060	0.861	90.364	0.9999	1.063	0.880	89.373	0.9999	1.032
16	 6	0.769	91.555	0.9996	0.332	0.762	91.984	0.9985	0.658	0.838	89.795	0.9999	1.351	0.839	89.319	0.9998	1.080
16	 7	0.744	92.605	0.9939	1.308	0.759	91.419	0.9971	0.912	0.842	88.741	0.9998	1.819	0.843	88.788	0.9998	1.705
17	 0	0.917	89.610	0.9933	1.687	0.928	88.806	0.9978	0.982	1.102	83.699	0.9998	3.631	1.116	83.103	0.9999	2.303
17	 1	0.793	89.165	0.9981	0.768	0.815	88.437	0.9981	0.789	0.982	81.691	0.9997	2.518	1.001	81.109	0.9998	1.428
17	 2	0.753	87.620	0.9955	1.135	0.770	86.797	0.9986	0.655	0.903	81.267	0.9996	2.324	0.914	80.839	0.9998	0.952
17	 3	0.771	84.275	0.9952	1.198	0.750	85.503	0.9992	0.475	0.886	80.052	0.9997	1.376	0.873	80.346	0.9998	0.890
17	 4	0.741	85.110	0.9996	0.349	0.708	87.451	0.9984	0.627	0.840	80.948	0.9998	1.801	0.844	80.749	0.9999	1.403
17	 5	0.730	83.690	0.9962	1.009	0.727	84.057	0.9988	0.563	0.822	80.223	0.9999	1.021	0.827	79.904	0.9999	0.695
17	 6	0.734	81.830	0.9996	0.340	0.731	82.009	0.9999	0.182	0.799	80.076	0.9999	1.020	0.803	79.717	0.9998	0.784
17	 7	0.710	82.775	0.9964	0.960	0.715	82.372	0.9982	0.681	0.798	79.215	0.9998	1.125	0.793	79.417	0.9999	0.870
18	 0	1.007	93.905	0.9976	1.099	1.012	93.410	0.9994	0.549	1.241	86.157	0.9999	2.653	1.262	85.125	0.9999	1.771
18	 1	0.860	93.285	0.9990	0.621	0.891	91.931	0.9985	0.777	1.071	84.907	0.9997	3.101	1.099	84.100	0.9998	0.776
18	 2	0.836	89.635	0.9964	1.116	0.868	87.793	0.9985	0.757	0.982	83.860	0.9996	2.861	0.990	83.690	0.9998	1.411
18	 3	0.845	86.030	0.9930	1.587	0.826	86.935	1.0000	0.061	0.956	82.383	0.9998	2.076	0.936	83.031	0.9998	1.532
18	 4	0.806	87.440	0.9996	0.343	0.789	88.457	0.9988	0.602	0.902	83.566	0.9998	1.645	0.907	83.298	0.9999	1.037
18	 5	0.795	85.735	0.9982	0.747	0.792	86.006	0.9998	0.225	0.887	82.414	0.9999	0.734	0.893	81.911	0.9999	0.650
18	 6	0.774	85.390	0.9999	0.165	0.771	85.558	0.9997	0.302	0.860	81.994	0.9999	0.790	0.866	81.515	0.9999	0.746
18	 7	0.747	86.305	0.9961	1.049	0.751	85.810	0.9979	0.769	0.862	80.836	0.9998	1.576	0.855	81.074	0.9999	1.383
19	 0	0.996	123.620	0.9939	1.750	0.982	124.709	0.9983	0.900	1.245	114.331	0.9999	2.782	1.264	113.478	1.0000	1.827
19	 1	0.847	122.830	0.9995	0.417	0.893	120.601	0.9997	0.368	1.079	112.791	0.9997	2.820	1.105	112.067	0.9998	1.376
19	 2	0.868	116.025	0.9959	1.240	0.905	113.930	0.9985	0.779	0.995	111.922	0.9995	3.264	0.999	111.924	0.9998	1.637
19	 3	0.892	111.570	0.9950	1.413	0.895	110.954	0.9972	1.064	0.973	110.232	0.9997	1.791	0.961	110.574	0.9998	1.595
19	 4	0.848	112.855	0.9991	0.565	0.827	114.274	0.9999	0.204	0.908	111.563	0.9998	1.809	0.913	111.256	0.9999	1.165
19	 5	0.803	113.670	0.9984	0.712	0.811	113.255	0.9997	0.307	0.885	110.965	0.9999	1.902	0.894	110.430	0.9998	1.655
19	 6	0.806	111.550	0.9998	0.252	0.811	111.034	0.9999	0.146	0.863	110.383	0.9999	1.515	0.861	110.112	0.9998	1.464
19	 7	0.782	112.030	0.9967	1.011	0.793	111.152	0.9977	0.859	0.858	109.154	0.9999	1.115	0.848	109.669	0.9999	1.091
20	 0	0.933	135.620	0.9903	2.063	0.918	136.708	1.0000	0.026	1.136	128.812	0.9998	3.709	1.152	128.103	0.9999	2.212
20	 1	0.795	135.750	0.9991	0.540	0.844	133.495	0.9992	0.550	1.012	126.649	0.9997	2.843	1.046	125.606	0.9997	1.441
20	 2	0.782	132.110	0.9864	2.052	0.829	129.314	0.9934	1.510	0.942	125.631	0.9991	4.377	0.960	124.973	0.9996	2.133
20	 3	0.835	126.725	0.9911	1.774	0.823	127.047	0.9993	0.469	0.931	124.452	0.9997	2.063	0.907	125.236	0.9998	1.127
20	 4	0.791	128.265	0.9995	0.392	0.776	129.064	0.9984	0.688	0.878	125.428	0.9997	2.091	0.882	125.228	0.9998	1.176
20	 5	0.774	127.255	0.9977	0.825	0.799	125.608	0.9990	0.578	0.864	124.659	0.9998	1.881	0.881	123.727	0.9998	1.139
20	 6	0.780	125.365	0.9998	0.254	0.782	125.054	0.9996	0.349	0.833	124.720	0.9999	1.359	0.832	124.392	0.9998	1.341
20	 7	0.750	126.795	0.9922	1.485	0.758	126.087	0.9969	0.946	0.844	123.377	0.9998	1.654	0.833	123.924	0.9998	1.404
21	 0	0.953	78.915	0.9955	1.427	0.954	78.699	0.9998	0.278	1.145	72.813	0.9998	3.696	1.166	71.637	0.9999	2.352
21	 1	0.795	80.130	0.9988	0.608	0.832	78.373	0.9984	0.741	0.995	71.615	0.9996	2.922	1.022	70.822	0.9997	1.493
21	 2	0.799	75.240	0.9979	0.823	0.821	74.094	0.9974	0.941	0.921	70.785	0.9995	2.312	0.924	70.656	0.9997	1.494
